amenities,host_response_rate,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,availability_365,number_of_reviews,review_scores_rating,reviews_per_month,summary_len,houserules_len,Manhattan,Brooklyn,Queens,Others,Entire_home,Private_room,Shared_room,price
36,0.86,4,1,2,2,0,40,4,100,360,43,99,0.45,14,98,0,1,0,0,0,1,0,438
15,1,2,1,1,1,300,75,1,0,0,8,100,0.32,76,1,0,1,0,0,1,0,0,110
46,0.86,2,1,1,1,0,20,2,100,359,121,99,1.28,13,98,0,1,0,0,0,1,0,279
6,1,5,1,1,1,250,140,1,35,332,25,91,0.3,41,4,0,1,0,0,1,0,0,137
17,0.8,4,1,1,2,200,140,2,15,247,181,92,1.91,1,16,0,1,0,0,1,0,0,180
10,0.9,2,1,1,2,0,100,2,0,313,35,92,0.4,34,30,1,0,0,0,1,0,0,226
25,1,2,1,1,1,300,85,1,12,306,63,96,0.67,21,16,0,0,1,0,1,0,0,79
28,0.8,2,1,1,1,0,125,2,50,365,11,100,0.12,55,4,1,0,0,0,0,1,0,125
28,1,2,1,1,1,0,50,1,40,347,152,96,1.63,50,45,1,0,0,0,0,1,0,115
52,1,6,2,3,5,150,120,2,0,101,13,98,0.14,63,187,0,1,0,0,1,0,0,96
34,1,3,1,1,1,100,50,1,25,309,3,93,0.05,39,58,0,1,0,0,0,1,0,69
19,1,2,1,1,0,1000,130,2,50,261,16,96,0.23,1,131,1,0,0,0,1,0,0,185
12,1,1,1,1,1,0,40,1,0,364,56,84,0.65,45,204,0,0,1,0,0,1,0,50
12,1,6,2,3,3,500,70,4,0,316,178,97,2.65,40,20,0,1,0,0,1,0,0,220
25,1,5,1,2,2,150,75,3,25,321,190,90,2.02,1,15,0,1,0,0,1,0,0,170
8,0.88,2,0.5,1,1,100,25,1,15,81,25,95,0.3,5,1,0,1,0,0,0,1,0,65
13,0.74,4,2,2,2,500,125,4,25,331,25,99,0.27,1,19,1,0,0,0,1,0,0,495
51,1,2,1,2,2,0,100,2,20,246,31,97,0.33,78,182,0,1,0,0,1,0,0,125
22,1,4,1,1,1,200,80,2,20,212,138,97,1.46,40,15,0,1,0,0,1,0,0,139
10,1,3,1,1,1,300,75,1,0,13,46,95,0.5,88,7,1,0,0,0,1,0,0,325
6,1,2,1,1,1,300,50,1,20,0,4,100,0.05,1,1,0,1,0,0,1,0,0,70
33,0.75,6,2,2,2,0,120,3,15,0,21,98,0.29,32,29,0,1,0,0,1,0,0,130
22,1,2,1,1,1,150,150,1,30,203,52,94,0.56,40,133,1,0,0,0,0,1,0,101
18,1,2,1,1,1,250,25,1,0,22,58,93,0.66,1,117,0,1,0,0,1,0,0,92
15,0.95,4,1,2,2,300,75,1,0,246,155,88,1.66,66,64,1,0,0,0,1,0,0,300
33,0.88,4,1,3,3,200,125,2,5,8,111,93,1.2,47,15,0,1,0,0,1,0,0,145
21,1,2,1,1,1,120,25,1,15,157,171,89,1.82,84,181,1,0,0,0,0,1,0,85
34,1,2,1,1,1,150,40,1,0,82,21,100,0.6,49,59,0,1,0,0,0,1,0,99
39,1,3,1,0,2,300,150,1,0,315,36,89,0.39,45,183,1,0,0,0,1,0,0,109
41,1,4,1,1,2,400,170,3,0,281,16,98,0.17,57,183,1,0,0,0,1,0,0,167
13,1,4,1,2,2,100,100,2,50,310,68,92,0.76,1,175,1,0,0,0,1,0,0,195
12,1,1,1,1,1,100,25,1,0,0,46,100,1,25,9,0,0,1,0,0,1,0,55
43,1,2,1,1,1,150,100,1,10,363,21,100,0.44,34,160,0,1,0,0,0,1,0,60
21,1,4,1,2,2,500,130,3,50,28,65,96,0.7,55,1,1,0,0,0,1,0,0,350
12,0.9,2,1,1,1,0,15,1,10,0,21,87,0.28,84,40,0,1,0,0,0,1,0,45
21,1,1,1,1,1,100,50,1,25,238,17,95,0.2,37,52,0,1,0,0,0,1,0,34
5,1,4,1,1,1,0,100,2,50,3,26,94,0.28,19,56,1,0,0,0,1,0,0,250
21,1,6,1,2,5,200,14,1,14,302,119,90,1.28,84,143,0,1,0,0,1,0,0,93
25,1,1,1,1,1,150,30,1,0,142,10,96,0.21,1,1,0,1,0,0,0,1,0,60
23,1,1,1,1,1,150,30,1,0,57,45,97,0.52,1,113,0,1,0,0,0,1,0,65
7,0.75,2,1,1,2,0,0,2,0,229,20,87,0.4,77,94,1,0,0,0,1,0,0,56
5,1,1,1,1,1,0,0,1,55,281,6,96,0.06,1,1,0,1,0,0,0,1,0,60
39,0.85,2,1,1,1,100,60,1,10,131,36,88,0.39,44,21,0,1,0,0,0,1,0,60
37,1,2,1,1,1,0,25,1,20,51,57,99,0.92,45,32,1,0,0,0,0,1,0,99
21,1,4,1,1,1,150,65,2,20,151,117,88,1.76,37,20,0,1,0,0,1,0,0,110
11,0.75,3,1,1,1,1000,75,2,50,257,6,96,0.12,80,1,0,1,0,0,1,0,0,135
21,1,2,1,1,1,150,25,1,20,126,130,87,1.41,84,181,1,0,0,0,0,1,0,85
2,1,2,1,1,1,450,50,1,0,365,15,95,0.24,37,38,0,1,0,0,0,1,0,75
35,1,2,1,0,1,900,75,1,0,306,53,95,0.6,46,89,1,0,0,0,1,0,0,139
51,1,2,0,1,3,0,0,1,0,321,107,98,2.33,40,16,1,0,0,0,0,1,0,130
3,0.67,2,1,1,1,200,125,1,0,315,3,93,0.05,1,11,0,1,0,0,1,0,0,90
32,1,2,1.5,1,1,1200,65,1,27,115,31,97,1.6,78,174,0,1,0,0,0,1,0,97
7,0.9,2,1,1,1,110,140,1,25,281,71,91,0.77,34,26,0,1,0,0,1,0,0,91
25,1,2,1,1,1,200,30,1,15,101,36,89,0.46,14,42,0,1,0,0,0,1,0,65
8,1,2,1,1,1,500,75,1,0,117,96,97,1.11,1,4,1,0,0,0,1,0,0,240
34,1,6,1,2,2,250,75,3,40,65,25,85,0.27,27,122,0,1,0,0,1,0,0,100
28,1,2,1,1,1,500,100,2,20,0,73,99,0.82,1,70,1,0,0,0,1,0,0,165
19,1,4,1,2,2,300,100,4,0,238,121,99,1.31,39,174,0,1,0,0,1,0,0,275
16,1,2,1,1,1,0,70,2,50,249,129,96,1.41,1,62,1,0,0,0,1,0,0,219
18,1,3,1,1,1,400,100,2,50,0,157,96,1.69,38,47,1,0,0,0,1,0,0,450
47,1,2,1,1,2,0,98,2,20,79,48,97,0.54,42,80,0,1,0,0,1,0,0,250
55,1,4,1,2,2,500,125,2,35,154,37,92,0.41,49,114,1,0,0,0,1,0,0,139
35,1,6,1,2,3,200,125,4,25,325,37,88,0.44,66,5,0,1,0,0,1,0,0,120
69,0.75,1,1,1,1,450,40,1,0,45,17,96,0.18,97,94,0,1,0,0,0,1,0,50
26,1,2,1,1,2,200,85,1,10,11,54,88,0.65,46,1,0,1,0,0,1,0,0,157
9,1,4,1,1,0,150,65,2,15,0,91,96,1.01,1,25,1,0,0,0,1,0,0,150
18,1,2,1,1,1,200,50,1,10,139,84,85,1.11,37,50,0,1,0,0,0,1,0,135
16,1,2,1,1,0,0,35,1,10,0,73,90,0.88,1,33,0,1,0,0,1,0,0,85
23,1,1,0.5,1,2,100,30,1,0,309,63,96,0.88,47,35,0,0,1,0,0,1,0,55
2,0.9,2,1,1,1,150,75,1,35,0,24,90,0.28,1,1,0,1,0,0,0,1,0,30
8,1,2,1,1,1,600,95,1,35,349,48,94,0.54,1,56,0,1,0,0,1,0,0,299
12,0.87,2,1,1,1,500,50,1,0,318,61,96,0.79,30,26,0,1,0,0,0,1,0,100
6,1,2,1,1,1,300,50,1,25,363,2,90,0.05,38,15,0,1,0,0,0,1,0,70
22,0.83,2,1,1,1,200,100,2,0,11,23,97,0.25,36,18,0,1,0,0,1,0,0,130
19,1,2,1,1,1,100,25,1,25,321,98,96,1.16,39,100,0,1,0,0,0,1,0,52
22,1,2,1,1,1,0,50,1,0,109,152,97,1.67,40,1,1,0,0,0,1,0,0,250
17,1,6,2,3,4,500,50,2,50,306,124,92,1.43,41,176,0,1,0,0,1,0,0,100
17,1,1,1.5,1,1,250,60,1,30,273,46,98,0.51,44,45,1,0,0,0,0,1,0,140
27,1,2,1,1,1,200,25,2,10,149,158,97,1.75,1,61,0,1,0,0,0,1,0,75
17,0.91,5,1,1,2,0,80,1,30,319,14,99,0.22,94,125,1,0,0,0,0,1,0,99
38,1,4,1,1,2,300,170,1,0,314,18,84,0.2,54,183,1,0,0,0,1,0,0,109
12,0.88,6,2,2,2,500,80,4,25,337,1,89,0.01,92,20,0,1,0,0,1,0,0,225
23,1,2,1,1,1,100,45,1,30,195,137,95,1.51,76,176,1,0,0,0,0,1,0,89
25,1,6,1,2,2,350,135,4,20,294,41,94,0.49,75,107,0,1,0,0,1,0,0,135
19,0.67,2,1,1,1,300,100,1,0,180,66,98,0.74,41,49,1,0,0,0,1,0,0,199
14,1,1,1,1,1,300,40,1,0,272,48,99,0.58,1,22,1,0,0,0,0,1,0,110
22,1,3,1,1,1,250,75,2,10,251,46,95,0.52,49,121,0,1,0,0,1,0,0,120
23,1,2,1,1,2,200,35,1,35,284,75,98,0.83,56,184,0,1,0,0,0,1,0,49
22,1,3,1,1,1,1500,65,2,35,271,25,100,0.28,36,83,1,0,0,0,1,0,0,135
29,1,4,1.5,2,1,1000,200,3,25,0,18,96,0.21,75,36,1,0,0,0,1,0,0,245
26,1,2,1,0,1,200,25,2,0,26,18,95,0.21,79,167,1,0,0,0,1,0,0,115
37,1,2,1,1,1,350,60,1,5,68,163,99,1.81,55,145,0,1,0,0,0,1,0,95
27,1,5,2,2,3,500,150,5,50,157,64,98,0.71,1,64,1,0,0,0,1,0,0,499
42,1,1,1,1,1,500,110,1,0,356,67,98,0.94,64,171,1,0,0,0,0,1,0,99
27,1,2,1,1,2,100,95,2,25,296,102,96,1.14,45,37,1,0,0,0,1,0,0,219
17,1,2,1,1,4,500,70,1,0,6,33,92,0.48,1,4,1,0,0,0,1,0,0,159
24,1,3,1,1,2,300,100,1,10,292,15,94,0.18,1,69,0,1,0,0,0,1,0,180
4,0.95,3,1,1,1,1000,80,1,50,265,13,87,0.15,6,27,1,0,0,0,1,0,0,106
12,1,4,2,2,2,1000,150,1,0,90,19,96,0.27,1,1,1,0,0,0,1,0,0,299
23,1,6,1,2,3,500,150,2,25,318,13,88,0.14,87,172,0,1,0,0,1,0,0,165
20,1,2,1,1,1,0,39,1,29,81,42,97,0.47,27,13,0,1,0,0,0,1,0,79
4,1,1,1,1,1,125,50,1,25,286,122,94,2.15,85,29,1,0,0,0,0,1,0,75
14,1,2,1,1,1,150,60,1,40,319,15,96,0.21,1,21,1,0,0,0,0,1,0,80
39,1,6,1,1,4,100,100,2,30,350,64,84,0.71,43,178,0,1,0,0,1,0,0,115
44,1,6,2,1,2,0,75,2,25,349,79,79,0.87,36,176,0,1,0,0,1,0,0,80
31,0.8,4,2,2,4,500,100,2,50,0,23,99,0.61,34,23,1,0,0,0,1,0,0,387
25,1,2,1,1,2,0,20,1,25,75,62,95,0.75,78,22,1,0,0,0,0,1,0,95
15,0.6,2,1,2,1,450,110,1,0,0,36,82,0.45,1,6,1,0,0,0,1,0,0,99
26,0.84,3,1,1,2,0,40,2,10,116,79,95,0.89,1,88,1,0,0,0,0,1,0,75
23,1,2,1,1,2,0,20,1,20,60,110,98,1.26,77,19,1,0,0,0,0,1,0,95
7,1,2,1,1,1,150,50,1,25,158,7,100,0.08,1,58,1,0,0,0,0,1,0,195
24,1,4,1,2,3,400,90,2,20,66,46,92,0.52,26,18,0,1,0,0,1,0,0,145
19,1,2,1,1,1,0,150,1,0,25,6,97,0.08,1,4,0,1,0,0,1,0,0,125
19,1,2,1,1,1,200,70,1,0,317,77,97,0.87,1,5,1,0,0,0,1,0,0,265
5,0.83,3,1,1,1,100,80,1,25,134,135,87,1.51,1,68,1,0,0,0,1,0,0,129
22,1,2,1,1,1,400,90,2,0,23,41,96,0.46,31,25,1,0,0,0,1,0,0,199
18,1,2,1,1,1,200,50,1,25,326,35,97,0.4,82,1,0,1,0,0,0,1,0,92
16,1,2,1.5,1,1,0,35,1,7,161,31,99,0.35,50,23,0,1,0,0,0,1,0,65
25,1,3,1.5,2,3,120,60,2,25,39,6,96,0.09,75,20,1,0,0,0,0,1,0,175
18,0.8,2,1,1,1,500,50,1,40,0,30,98,0.73,53,19,0,1,0,0,0,1,0,80
15,1,2,1,1,1,300,80,1,30,242,3,100,0.09,39,1,0,1,0,0,0,1,0,120
18,1,4,2,2,2,0,150,4,50,186,60,94,0.67,1,13,1,0,0,0,1,0,0,549
9,1,2,1,1,1,400,90,1,35,90,63,99,0.71,60,193,0,1,0,0,0,1,0,125
7,0.8,4,1,2,2,0,100,1,0,291,14,94,0.16,1,1,1,0,0,0,1,0,0,200
19,1,3,1.5,2,3,175,70,1,25,38,70,88,0.79,83,33,1,0,0,0,1,0,0,165
11,1,2,1,1,2,150,30,1,25,347,4,100,0.37,42,1,1,0,0,0,0,1,0,99
41,1,6,1,1,3,300,125,2,25,341,129,90,1.45,63,42,1,0,0,0,1,0,0,99
39,1,4,1,2,2,300,95,2,15,31,110,93,1.25,47,28,0,1,0,0,1,0,0,159
20,0.88,2,1,1,1,400,50,1,20,176,133,92,1.49,63,52,1,0,0,0,0,1,0,104
30,1,2,1,1,1,350,75,2,100,89,2,100,0.02,22,73,0,1,0,0,0,1,0,90
3,1,1,1,1,1,150,25,1,0,340,25,94,0.28,42,176,1,0,0,0,0,1,0,125
32,1,6,1.5,2,4,1000,150,6,50,0,17,99,0.45,52,6,0,1,0,0,1,0,0,250
32,1,1,1,1,1,100,50,1,0,303,67,98,0.76,28,7,1,0,0,0,0,1,0,90
32,1,6,1,2,4,150,90,2,25,71,21,98,0.24,79,1,1,0,0,0,1,0,0,300
40,1,3,1,1,2,350,90,1,20,236,74,95,0.83,82,179,1,0,0,0,0,1,0,125
21,1,2,1,1,1,400,150,1,0,247,135,96,1.53,59,138,1,0,0,0,1,0,0,225
21,1,2,1,1,1,250,120,2,0,8,81,97,0.92,46,1,1,0,0,0,1,0,0,269
50,1,6,1,2,5,100,130,2,20,333,95,95,1.08,46,59,0,1,0,0,1,0,0,229
41,1,2,1,1,1,300,75,1,20,337,68,93,0.76,71,179,1,0,0,0,0,1,0,100
15,1,6,1,3,3,400,100,6,25,188,127,95,1.48,1,15,0,1,0,0,1,0,0,160
12,0.8,2,1,1,1,0,20,2,50,251,137,98,1.55,1,62,0,1,0,0,0,1,0,119
25,1,2,1,1,1,0,80,2,0,166,17,96,0.25,13,11,1,0,0,0,1,0,0,275
15,0.8,3,1,1,1,575,125,1,35,252,39,94,0.47,86,85,0,1,0,0,1,0,0,87
16,0.86,6,1,2,3,400,85,2,15,264,150,92,1.8,38,1,0,1,0,0,1,0,0,160
26,0.7,1,1,1,1,0,60,1,30,340,29,96,0.33,45,17,1,0,0,0,0,1,0,102
16,1,8,1,2,4,100,125,3,35,60,37,89,0.51,48,54,0,1,0,0,1,0,0,250
5,1,2,1,1,1,500,70,1,0,0,5,92,0.09,80,26,1,0,0,0,1,0,0,129
69,1,5,1.5,2,1,350,100,4,25,248,5,100,0.06,17,176,0,1,0,0,1,0,0,130
66,1,6,1,2,3,0,75,4,100,290,53,98,0.9,44,11,1,0,0,0,1,0,0,275
36,1,4,1,1,4,0,72,2,25,295,43,91,0.49,1,83,0,1,0,0,1,0,0,70
15,1,3,1,1,2,100,85,2,25,218,106,94,1.2,50,188,0,1,0,0,1,0,0,138
53,1,4,1,1,2,1000,95,2,50,314,16,99,0.18,71,30,0,1,0,0,1,0,0,200
23,1,2,1,1,1,350,65,1,0,270,67,95,0.79,24,20,1,0,0,0,0,1,0,110
6,1,4,1,2,1,300,0,3,7,236,16,99,0.18,63,58,0,1,0,0,1,0,0,105
37,0.8,4,1,2,2,100,125,1,20,95,89,93,1.01,85,145,0,1,0,0,1,0,0,150
18,1,2,1,1,1,100,50,1,0,126,10,95,0.13,1,1,0,1,0,0,0,1,0,55
15,1,4,1,1,1,0,50,1,0,0,11,100,0.13,35,49,1,0,0,0,1,0,0,125
16,1,4,2.5,2,2,100,100,4,75,321,7,94,0.1,1,84,0,1,0,0,1,0,0,189
30,1,2,1,0,2,0,50,1,0,248,22,76,0.27,75,32,1,0,0,0,1,0,0,95
20,0.9,2,1,1,1,100,80,4,15,0,5,80,0.06,29,183,0,1,0,0,1,0,0,299
13,1,2,1,1,1,0,40,1,20,180,30,89,0.37,43,197,0,0,1,0,0,1,0,69
17,1,2,1,1,1,0,30,1,20,347,55,83,0.63,41,203,0,0,1,0,0,1,0,69
44,1,4,1.5,1,1,0,10,2,15,17,100,98,1.13,91,181,1,0,0,0,0,1,0,94
20,1,3,1,1,1,100,39,2,34,62,105,94,1.2,68,150,0,1,0,0,0,1,0,39
24,1,2,1,1,2,500,100,2,50,257,74,94,0.84,42,62,1,0,0,0,1,0,0,250
22,1,2,1,1,1,200,30,1,30,328,28,94,0.32,49,183,0,1,0,0,0,1,0,55
67,1,2,1,1,1,500,75,2,25,239,122,97,1.41,51,74,0,1,0,0,1,0,0,142
16,0.86,2,1,2,2,0,99,2,0,67,68,98,1.32,86,110,1,0,0,0,1,0,0,239
21,1,3,1,1,1,0,95,2,25,27,125,90,1.48,79,45,1,0,0,0,1,0,0,50
16,1,1,1,1,1,0,50,1,0,0,109,97,1.24,84,82,1,0,0,0,0,1,0,65
28,1,2,2,1,1,0,30,1,10,45,38,92,1.77,1,10,1,0,0,0,0,1,0,75
32,1,4,1,1,1,0,90,3,60,0,179,85,2.05,67,196,1,0,0,0,1,0,0,210
19,1,4,1,1,2,250,50,2,25,189,47,80,0.55,88,4,1,0,0,0,1,0,0,129
24,1,4,1,2,2,550,100,3,40,0,8,89,0.11,53,56,1,0,0,0,1,0,0,100
4,1,4,1,1,1,500,200,2,100,40,17,100,0.2,85,8,0,1,0,0,1,0,0,200
24,1,5,1,2,3,500,90,4,25,125,109,96,1.24,64,191,0,1,0,0,1,0,0,235
18,1,3,1,2,2,125,0,2,50,242,186,97,2.18,52,120,0,1,0,0,1,0,0,100
13,1,3,1,1,1,200,50,2,25,11,32,95,0.42,26,1,1,0,0,0,1,0,0,311
27,1,2,1,1,1,250,50,1,25,109,69,98,0.8,51,15,1,0,0,0,0,1,0,89
11,1,4,1,1,1,0,0,2,25,348,13,97,0.17,86,14,0,1,0,0,0,1,0,110
61,1,2,1,1,1,99,59,1,55,288,144,92,1.66,51,70,0,0,1,0,0,1,0,70
23,0.9,2,1,1,1,250,100,2,35,317,58,94,0.67,1,54,1,0,0,0,1,0,0,89
5,0.9,2,1,1,1,250,100,1,0,324,71,92,0.84,1,54,1,0,0,0,1,0,0,89
5,0.9,2,1,1,1,250,100,1,0,297,63,90,0.74,1,54,1,0,0,0,1,0,0,99
21,1,1,1,1,0,0,25,1,10,122,50,95,0.57,1,22,1,0,0,0,0,1,0,80
22,0.67,4,1,0,1,500,100,2,0,271,37,96,0.43,1,12,0,1,0,0,1,0,0,145
20,0.97,3,1,1,1,350,200,2,35,365,32,79,0.37,46,1,1,0,0,0,1,0,0,80
28,1,2,1,1,1,100,35,1,0,0,115,99,1.32,61,41,0,1,0,0,0,1,0,100
27,1,3,1,1,2,500,125,2,25,170,69,97,0.84,36,186,0,1,0,0,1,0,0,142
20,1,8,2.5,3,4,0,175,1,0,11,26,94,0.42,41,5,0,1,0,0,1,0,0,300
16,1,3,1,1,2,500,100,2,20,0,4,93,0.07,39,171,0,1,0,0,1,0,0,105
18,1,2,1,1,1,300,100,1,15,359,17,97,0.2,23,59,0,1,0,0,0,1,0,125
25,1,2,1,1,1,200,60,1,0,0,58,96,0.66,41,1,0,1,0,0,1,0,0,92
12,1,2,1,1,1,200,15,1,0,7,35,92,0.41,19,10,0,1,0,0,0,1,0,50
23,1,4,2,2,4,100,75,1,0,0,3,100,0.07,72,19,0,1,0,0,1,0,0,68
32,1,5,2,3,3,0,100,1,0,74,30,99,0.5,31,3,0,1,0,0,1,0,0,265
47,0.8,2,1,1,1,100,100,1,0,329,22,90,0.25,82,73,1,0,0,0,1,0,0,165
8,1,2,1,1,1,500,110,1,0,248,164,90,1.92,12,43,1,0,0,0,1,0,0,150
27,0.91,4,1,1,2,600,100,2,25,363,66,96,0.76,76,72,0,1,0,0,1,0,0,385
11,1,2,1,1,1,100,30,1,0,26,2,100,0.03,45,84,0,1,0,0,1,0,0,160
50,1,2,1,1,1,400,35,1,0,283,126,100,1.47,1,46,0,1,0,0,0,1,0,120
6,0.9,6,1.5,2,0,200,0,4,0,326,63,97,1.25,1,4,0,1,0,0,1,0,0,169
41,1,3,1,1,2,300,125,2,25,356,165,91,1.89,45,55,1,0,0,0,1,0,0,220
18,1,2,1.5,1,0,0,35,1,15,357,104,99,1.25,3,70,0,1,0,0,0,1,0,85
18,1,2,2,1,1,350,60,1,10,321,185,96,2.13,89,15,0,1,0,0,0,1,0,36
25,1,6,1.5,3,3,0,125,5,25,198,116,98,1.35,1,12,0,1,0,0,1,0,0,325
10,1,2,1,1,1,150,90,1,39,63,15,97,0.28,32,18,0,1,0,0,1,0,0,175
11,1,5,1,2,3,300,120,2,25,137,57,95,0.66,28,163,0,1,0,0,1,0,0,209
23,1,2,1,1,2,0,50,2,0,3,58,91,0.7,52,37,1,0,0,0,1,0,0,104
26,1,3,1,1,1,250,68,1,5,27,37,96,0.49,79,38,0,1,0,0,0,1,0,68
13,1,6,1,2,4,400,100,4,5,282,24,97,0.29,40,176,0,0,1,0,1,0,0,107
17,0.6,2,1,1,1,250,120,1,25,6,19,93,0.31,44,38,1,0,0,0,1,0,0,150
24,1,1,1,1,1,142,25,1,25,303,46,91,0.54,34,102,0,1,0,0,0,1,0,49
21,1,2,1,1,1,300,100,2,75,265,168,92,1.93,36,47,1,0,0,0,1,0,0,185
46,1,7,2,3,4,500,150,5,30,39,136,98,1.57,23,83,0,1,0,0,1,0,0,350
10,1,5,1,1,3,0,140,2,35,214,10,93,0.17,47,82,0,1,0,0,1,0,0,150
22,1,3,1,1,1,0,150,2,0,155,6,100,0.07,59,42,0,1,0,0,1,0,0,99
16,1,2,1,1,1,200,75,3,50,298,33,86,0.38,79,9,0,1,0,0,1,0,0,90
30,1,1,1,1,1,0,70,1,50,260,10,93,0.13,44,14,1,0,0,0,0,1,0,82
20,1,6,1.5,3,4,500,180,1,0,297,64,94,0.74,38,31,0,1,0,0,1,0,0,250
23,1,2,1,1,1,0,0,1,10,276,185,98,2.18,36,189,1,0,0,0,0,1,0,170
15,1,2,1,1,1,150,75,1,0,11,147,92,1.71,1,24,1,0,0,0,1,0,0,118
7,1,2,1,0,0,100,30,2,20,188,42,93,0.48,32,17,1,0,0,0,1,0,0,135
24,1,1,1,1,1,250,150,2,0,364,20,100,0.23,80,82,0,1,0,0,1,0,0,200
40,1,2,1,1,1,500,75,1,30,55,17,91,0.64,80,1,1,0,0,0,0,1,0,50
14,0.88,2,1,1,1,1500,175,2,0,331,26,96,0.31,1,25,1,0,0,0,1,0,0,235
20,1,1,1,1,1,400,0,1,20,48,5,100,0.07,61,30,0,1,0,0,0,1,0,36
22,1,5,1,2,2,300,95,1,50,14,2,100,0.03,51,21,1,0,0,0,1,0,0,250
28,1,1,1,2,1,100,80,1,25,0,89,96,1.03,27,118,1,0,0,0,0,1,0,93
29,1,5,2,2,2,1000,130,4,75,238,2,100,0.09,49,59,0,1,0,0,1,0,0,275
7,1,4,1,1,2,500,100,2,0,279,19,86,0.23,39,40,1,0,0,0,1,0,0,140
21,0.8,2,1,1,1,800,20,1,15,31,23,91,0.27,1,1,0,1,0,0,1,0,0,80
38,1,2,1,2,2,500,100,2,0,132,94,97,1.1,64,100,1,0,0,0,1,0,0,300
5,0.9,2,1,1,1,250,100,1,0,0,68,94,0.79,1,54,1,0,0,0,1,0,0,99
14,1,2,1,1,1,250,100,1,10,44,43,98,0.52,24,95,0,1,0,0,0,1,0,98
24,1,3,1,1,4,250,75,1,50,8,37,96,0.51,84,19,1,0,0,0,1,0,0,102
18,0.95,4,1,1,2,0,95,1,35,74,160,93,2.28,38,1,1,0,0,0,1,0,0,195
23,1,4,1,2,2,300,60,1,30,362,74,93,0.86,30,130,0,0,1,0,0,1,0,150
45,1,7,1,2,5,750,100,4,20,15,56,99,0.68,72,176,1,0,0,0,1,0,0,170
41,1,5,1,2,3,100,60,2,25,28,105,97,1.21,38,21,1,0,0,0,1,0,0,185
7,1,1,1,1,1,0,75,1,0,0,18,99,0.21,34,22,1,0,0,0,0,1,0,58
9,1,2,1,1,1,500,95,2,0,11,34,98,0.45,57,193,0,1,0,0,1,0,0,195
5,0.9,2,1,1,1,250,100,1,0,276,60,94,0.71,1,55,1,0,0,0,1,0,0,88
4,1,3,1,0,1,300,80,2,50,64,23,84,1.58,76,1,1,0,0,0,1,0,0,195
14,0.9,2,1,1,1,500,60,1,0,236,30,96,0.42,80,36,0,1,0,0,1,0,0,135
20,1,2,1,1,1,1300,50,1,10,339,6,96,0.31,60,34,0,1,0,0,0,1,0,65
42,0.89,2,1,1,2,200,100,2,65,329,27,91,0.32,66,119,1,0,0,0,1,0,0,210
10,1,3,1,1,2,300,100,2,50,14,46,90,0.62,31,7,1,0,0,0,1,0,0,300
64,1,5,1,3,3,300,120,5,25,147,35,99,0.53,49,129,1,0,0,0,1,0,0,220
18,1,2,1,1,1,200,50,1,50,104,25,97,0.3,43,1,1,0,0,0,1,0,0,120
55,1,6,1,2,2,350,100,4,25,14,58,97,0.67,82,93,0,1,0,0,1,0,0,250
25,1,1,1,1,1,0,40,1,0,0,80,97,1,43,9,1,0,0,0,0,1,0,99
4,0.8,3,1,1,1,0,75,1,15,0,40,87,0.53,1,17,0,1,0,0,1,0,0,120
14,1,2,1,2,2,750,100,2,50,273,87,97,1.04,85,25,1,0,0,0,1,0,0,295
11,1,1,1,1,1,100,20,1,10,156,42,98,0.49,53,58,1,0,0,0,0,1,0,125
16,0.75,2,1,1,1,180,65,1,0,85,32,99,0.39,1,23,0,1,0,0,1,0,0,110
27,1,3,1,1,2,300,100,2,75,0,14,100,0.17,43,36,0,1,0,0,1,0,0,130
47,1,2,1,1,1,300,29,1,20,341,132,97,1.55,23,177,1,0,0,0,0,1,0,79
31,1,1,1.5,1,1,500,58,1,10,183,41,94,0.64,70,179,0,1,0,0,0,1,0,64
43,1,4,1,1,2,300,170,1,0,303,19,89,0.22,42,183,1,0,0,0,1,0,0,120
16,0.91,2,1,1,1,500,40,1,40,95,149,98,4.19,91,177,0,1,0,0,0,1,0,120
21,1,1,1,1,1,0,80,1,0,75,16,100,0.25,49,26,0,1,0,0,0,1,0,78
29,1,2,1.5,1,1,300,60,1,60,130,31,96,0.36,74,189,1,0,0,0,0,1,0,96
35,1,2,1,1,1,0,50,1,20,60,51,99,0.6,86,194,1,0,0,0,0,1,0,75
11,1,3,1,1,2,500,100,2,30,277,63,93,0.74,1,127,0,1,0,0,1,0,0,155
18,1,2,1,1,1,500,20,1,15,32,28,100,0.58,29,67,0,1,0,0,0,1,0,150
31,1,3,1,1,1,200,100,2,30,4,67,95,0.79,37,70,1,0,0,0,1,0,0,200
16,1,2,1,0,1,300,85,1,0,315,110,94,1.29,1,1,1,0,0,0,1,0,0,215
31,1,4,2,1,2,400,70,2,30,266,162,98,1.95,74,72,0,1,0,0,1,0,0,195
15,1,3,1,1,2,425,65,2,20,225,102,97,1.22,1,8,0,1,0,0,1,0,0,175
5,1,2,1,1,1,250,50,1,7,339,5,92,0.08,1,1,0,1,0,0,0,1,0,80
11,1,2,1,1,2,650,100,1,85,226,34,95,0.41,76,67,1,0,0,0,1,0,0,185
14,1,2,1,1,1,0,75,1,17,346,62,98,0.81,13,1,0,1,0,0,0,1,0,72
18,1,2,1.5,1,1,500,120,5,0,311,11,95,0.13,13,13,1,0,0,0,1,0,0,199
